============================= test session starts =============================
platform win32 -- Python 3.12.6, pytest-8.3.4, pluggy-1.5.0 -- C:\Python312\python.exe
cachedir: .pytest_cache
rootdir: C:\Users\cabra\Projects\LifeOS
configfile: pytest.ini
testpaths: runtime/tests, tests_doc, tests_recursive
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[C:\\temp\\-absolute_path_windows] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DCF530>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_C___tem0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_C___tem0/test_worktree/config/test_runner.yaml')
unsafe_path = 'C:\\temp\\', expected_error = 'absolute_path_windows'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[/absolute/path/-absolute_path_unix0] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DCF1D0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails__absolu0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails__absolu0/test_worktree/config/test_runner.yaml')
unsafe_path = '/absolute/path/', expected_error = 'absolute_path_unix'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[/absolute/path/-absolute_path_unix1] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DCEF30>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails__absolu1/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails__absolu1/test_worktree/config/test_runner.yaml')
unsafe_path = '/absolute/path/', expected_error = 'absolute_path_unix'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[//server/share/-absolute_path_unc] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DFCFB0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails___serve0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails___serve0/test_worktree/config/test_runner.yaml')
unsafe_path = '//server/share/', expected_error = 'absolute_path_unc'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
_ TestAT13FailClosedUnsafePaths.test_unsafe_path_fails[docs%2Ffolder-url_encoded_chars] _

self = <tests_recursive.test_steward_runner.TestAT13FailClosedUnsafePaths object at 0x0000020586DFCB30>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_docs_2F0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_unsafe_path_fails_docs_2F0/test_worktree/config/test_runner.yaml')
unsafe_path = 'docs%2Ffolder', expected_error = 'url_encoded_chars'

    @pytest.mark.parametrize("unsafe_path,expected_error", [
        ("../docs/", "path_traversal"),
        ("docs/../other/", "path_traversal"),
        ("docs/*.md", "glob_pattern"),
        ("docs/?.md", "glob_pattern"),
        ("C:/temp/", "absolute_path_windows"),
        ("C:\\temp\\", "absolute_path_windows"),
        ("/absolute/path/", "absolute_path_unix"),
        ("/absolute/path/", "absolute_path_unix"),
        ("//server/share/", "absolute_path_unc"),
        ("docs%2Ffolder", "url_encoded_chars"),  # P2-B
    ])
    def test_unsafe_path_fails(self, worktree: Path, test_config: Path, unsafe_path: str, expected_error: str):
        """Unsafe paths fail closed with clear error reason."""
        # Update config with unsafe path
        config_content = test_config.read_text()
        # Escape for YAML
        escaped_path = unsafe_path.replace("\\", "\\\\")
        config_content = config_content.replace(
            'commit_paths: ["docs/"]',
            f'commit_paths: ["{escaped_path}"]'
        )
        config_content = config_content.replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        # Create a change so commit is attempted
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        (worktree / "docs").mkdir(exist_ok=True)
    
        exit_code, log_file = run_steward(worktree, test_config, run_id=f"at13-{expected_error}", commit=True)
    
        assert exit_code != 0, f"Should fail with unsafe path: {unsafe_path}"
>       assert log_file is not None
E       assert None is not None

tests_recursive\test_steward_runner.py:683: AssertionError
____________ TestAT14DirtyDuringRun.test_dirty_during_run_rejected ____________

self = <tests_recursive.test_steward_runner.TestAT14DirtyDuringRun object at 0x0000020586DFD4C0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_dirty_during_run_rejected0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_dirty_during_run_rejected0/test_worktree/config/test_runner.yaml')

    def test_dirty_during_run_rejected(self, worktree: Path, test_config: Path):
        """
        Simulate race condition where repo becomes dirty between change_detect and commit.
    
        Since existing tests use subprocess which makes patching hard, this test
        dynamically loads the runner module and tests run_commit directly.
        """
        # Load steward_runner module dynamically
        runner_path = worktree / "scripts" / "steward_runner.py"
        spec = importlib.util.spec_from_file_location("steward_runner", runner_path)
        runner_module = importlib.util.module_from_spec(spec)
>       spec.loader.exec_module(runner_module)

tests_recursive\test_steward_runner.py:706: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
<frozen importlib._bootstrap_external>:991: in exec_module
    ???
<frozen importlib._bootstrap_external>:1128: in get_code
    ???
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = <_frozen_importlib_external.SourceFileLoader object at 0x0000020586EEAFF0>
path = 'C:\\Users\\cabra\\AppData\\Local\\Temp\\pytest-of-cabra\\pytest-363\\test_dirty_during_run_rejected0\\test_worktree\\scripts\\steward_runner.py'

>   ???
E   FileNotFoundError: [Errno 2] No such file or directory: 'C:\\Users\\cabra\\AppData\\Local\\Temp\\pytest-of-cabra\\pytest-363\\test_dirty_during_run_rejected0\\test_worktree\\scripts\\steward_runner.py'

<frozen importlib._bootstrap_external>:1186: FileNotFoundError
______________ TestAT15LogFieldSorting.test_log_lists_are_sorted ______________

self = <tests_recursive.test_steward_runner.TestAT15LogFieldSorting object at 0x0000020586DFD790>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_log_lists_are_sorted0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_log_lists_are_sorted0/test_worktree/config/test_runner.yaml')

    def test_log_lists_are_sorted(self, worktree: Path, test_config: Path):
        """File lists in logs must be sorted lexicographically."""
        # Create files in unsorted order
        (worktree / "docs").mkdir(exist_ok=True)
        filenames = ["z_file.md", "a_file.md", "m_file.md"]
        for name in filenames:
            (worktree / "docs" / name).write_text("test")
    
        # Add them so they show up in changed_files (if committed, verify validated/staged)
        # We need commit_enabled=True to check staged_files/commit_paths
        config_content = test_config.read_text().replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        test_config.write_text(config_content)
    
        # We need to make them dirty first (change_detect)
        # But for 'staged_files' inside commit event, they need to be valid
        # Let's clean worktree first then modify them?
        # fixture creates clean worktree.
        # newly created files are untracked.
    
        exit_code, log_file = run_steward(worktree, test_config, run_id="at15-test", dry_run=True)
>       assert exit_code == 0
E       assert 2 == 0

tests_recursive\test_steward_runner.py:769: AssertionError
_______________ TestAT16DefaultDryRun.test_no_flags_is_dry_run ________________

self = <tests_recursive.test_steward_runner.TestAT16DefaultDryRun object at 0x0000020586DFDA60>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_no_flags_is_dry_run0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_no_flags_is_dry_run0/test_worktree/config/test_runner.yaml')

    def test_no_flags_is_dry_run(self, worktree: Path, test_config: Path):
        """Run without flags -> dry run, no commit."""
        # Enable commit in config, but CLI default should override
        config_content = test_config.read_text().replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        # Don't pass dry_run=True, leave as default
        # But run_steward helper might need adjustment or allow None
        runner_path = worktree / "scripts" / "steward_runner.py"
    
        # Manual run without helper to ensure no flags
        result = subprocess.run(
            ["python", str(runner_path), "--config", str(test_config.relative_to(worktree)), "--run-id", "at16"],
            cwd=worktree,
            capture_output=True,
            text=True,
        )
>       assert result.returncode == 0
E       assert 2 == 0
E        +  where 2 = CompletedProcess(args=['python', 'C:\\Users\\cabra\\AppData\\Local\\Temp\\pytest-of-cabra\\pytest-363\\test_no_flags_is_dry_run0\\test_worktree\\scripts\\steward_runner.py', '--config', 'config\\test_runner.yaml', '--run-id', 'at16'], returncode=2, stdout='', stderr="python: can't open file 'C:\\\\Users\\\\cabra\\\\AppData\\\\Local\\\\Temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_no_flags_is_dry_run0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n").returncode

tests_recursive\test_steward_runner.py:812: AssertionError
_____________ TestAT17CommitFlagEnables.test_commit_flag_enables ______________

self = <tests_recursive.test_steward_runner.TestAT17CommitFlagEnables object at 0x0000020586DFDB50>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_commit_flag_enables0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_commit_flag_enables0/test_worktree/config/test_runner.yaml')

    def test_commit_flag_enables(self, worktree: Path, test_config: Path):
        """Run with --commit -> commit happens."""
        config_content = test_config.read_text().replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        # Commit config change so only docs/ changes are uncommitted
        subprocess.run(["git", "add", "-A"], cwd=worktree, capture_output=True)
        subprocess.run(
            ["git", "commit", "-m", "[test] AT-17 config"],
            cwd=worktree,
            capture_output=True,
        )
    
        # Pass --commit
        exit_code, log_file = run_steward(worktree, test_config, run_id="at17", commit=True)
>       assert exit_code == 0
E       assert 2 == 0

tests_recursive\test_steward_runner.py:849: AssertionError
________________ TestAT18ExplicitDryRun.test_explicit_dry_run _________________

self = <tests_recursive.test_steward_runner.TestAT18ExplicitDryRun object at 0x0000020586DFDFD0>
worktree = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_explicit_dry_run0/test_worktree')
test_config = WindowsPath('C:/Users/cabra/AppData/Local/Temp/pytest-of-cabra/pytest-363/test_explicit_dry_run0/test_worktree/config/test_runner.yaml')

    def test_explicit_dry_run(self, worktree: Path, test_config: Path):
        """Run with --dry-run -> no commit."""
        # Same setup
        config_content = test_config.read_text().replace(
            "commit_enabled: false",
            "commit_enabled: true"
        )
        config_content = config_content.replace(
            'command: ["python", "-c", "print(\'corpus generated\')"]',
            'command: ["python", "-c", "import os; os.makedirs(\'docs\', exist_ok=True); open(\'docs/test.md\', \'w\').write(\'test\')"]'
        )
        test_config.write_text(config_content)
    
        runner_path = worktree / "scripts" / "steward_runner.py"
    
        # Pass --dry-run
        result = subprocess.run(
            ["python", str(runner_path), "--config", str(test_config.relative_to(worktree)), "--run-id", "at18", "--dry-run"],
            cwd=worktree,
            capture_output=True,
            text=True,
        )
>       assert result.returncode == 0
E       assert 2 == 0
E        +  where 2 = CompletedProcess(args=['python', 'C:\\Users\\cabra\\AppData\\Local\\Temp\\pytest-of-cabra\\pytest-363\\test_explicit_dry_run0\\test_worktree\\scripts\\steward_runner.py', '--config', 'config\\test_runner.yaml', '--run-id', 'at18', '--dry-run'], returncode=2, stdout='', stderr="python: can't open file 'C:\\\\Users\\\\cabra\\\\AppData\\\\Local\\\\Temp\\\\pytest-of-cabra\\\\pytest-363\\\\test_explicit_dry_run0\\\\test_worktree\\\\scripts\\\\steward_runner.py': [Errno 2] No such file or directory\n").returncode

tests_recursive\test_steward_runner.py:889: AssertionError
============================== warnings summary ===============================
runtime\orchestration\test_run.py:32
  C:\Users\cabra\Projects\LifeOS\runtime\orchestration\test_run.py:32: PytestCollectionWarning: cannot collect test class 'TestRunResult' because it has a __init__ constructor (from: runtime/tests/test_tier2_config_test_run.py)
    @dataclass(frozen=True)

runtime\orchestration\test_run.py:32
  C:\Users\cabra\Projects\LifeOS\runtime\orchestration\test_run.py:32: PytestCollectionWarning: cannot collect test class 'TestRunResult' because it has a __init__ constructor (from: runtime/tests/test_tier2_test_run.py)
    @dataclass(frozen=True)

runtime/tests/test_backpressure.py::test_backpressure_pause
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\missions.py:73: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    {'total_pending': total_pending, 'limit': max_pending}, datetime.utcnow())

runtime/tests/test_backpressure.py: 2 warnings
runtime/tests/test_fsm.py: 5 warnings
runtime/tests/test_reclaim.py: 2 warnings
runtime/tests/test_routing.py: 4 warnings
runtime/tests/test_tokenizer_replay.py: 2 warnings
  C:\Users\cabra\Projects\LifeOS\project_builder\database\timeline.py:48: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    conn.execute("""

runtime/tests/test_backpressure.py::test_backpressure_resume
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\missions.py:96: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    {'total_pending': total_pending, 'threshold': resume_threshold}, datetime.utcnow())

runtime/tests/test_fsm.py::test_start_task_execution
runtime/tests/test_fsm.py::test_start_task_execution
runtime/tests/test_fsm.py::test_transition_to_failed_terminal
runtime/tests/test_fsm.py::test_transition_to_failed_terminal
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_fsm.py:12: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    ("m1", "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_fsm.py::test_start_task_execution
runtime/tests/test_fsm.py::test_start_task_execution
runtime/tests/test_fsm.py::test_transition_to_failed_terminal
runtime/tests/test_fsm.py::test_transition_to_failed_terminal
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_fsm.py:11: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    conn.execute("INSERT INTO missions (id, status, description, max_cost_usd, max_loops, created_at, updated_at) VALUES (?, ?, ?, ?, ?, ?, ?)",

runtime/tests/test_fsm.py::test_start_task_execution
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_fsm.py:20: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    now = datetime.utcnow()

runtime/tests/test_fsm.py::test_start_task_execution
runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay
runtime/tests/test_tokenizer_replay.py::test_tokenizer_persistence_and_replay
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\fsm.py:41: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    cur.execute("""

runtime/tests/test_fsm.py::test_start_task_execution
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_fsm.py:23: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    now = datetime.utcnow()

runtime/tests/test_fsm.py::test_start_task_execution
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\fsm.py:122: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    cur.execute("""

runtime/tests/test_fsm.py::test_transition_to_failed_terminal
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_fsm.py:38: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    now = datetime.utcnow()

runtime/tests/test_fsm.py::test_transition_to_failed_terminal
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\fsm.py:152: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    cur.execute("""

runtime/tests/test_fsm.py::test_transition_to_failed_terminal
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\fsm.py:163: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    cur.execute("""

runtime/tests/test_fsm.py::test_transition_to_failed_terminal
  C:\Users\cabra\Projects\LifeOS\project_builder\orchestrator\fsm.py:173: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
    cur.execute("""

runtime/tests/test_missions_phase3.py::TestEngineMissionDispatch::test_design_mission_via_registry
  C:\Users\cabra\Projects\LifeOS\runtime\agents\api.py:173: UserWarning: Governance baseline missing at config\governance_baseline.yaml. Role prompt hash verification skipped.
    warnings.warn(

runtime/tests/test_opencode_client.py::TestServerState::test_call_without_server_raises
  C:\Users\cabra\Projects\LifeOS\runtime\agents\opencode_client.py:412: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    timestamp = datetime.utcnow().isoformat() + "Z"

runtime/tests/test_reclaim.py::test_reclaim_success
runtime/tests/test_reclaim.py::test_reclaim_success
runtime/tests/test_reclaim.py::test_reclaim_skipped_alive
runtime/tests/test_reclaim.py::test_reclaim_skipped_alive
runtime/tests/test_reclaim.py::test_reclaim_not_stale
runtime/tests/test_reclaim.py::test_reclaim_not_stale
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_reclaim.py:19: DeprecationWarning: datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).
    ("m1", "executing", "desc", 10.0, 5, datetime.utcnow(), datetime.utcnow()))

runtime/tests/test_reclaim.py::test_reclaim_success
runtime/tests/test_reclaim.py::test_reclaim_success
runtime/tests/test_reclaim.py::test_reclaim_skipped_alive
runtime/tests/test_reclaim.py::test_reclaim_skipped_alive
runtime/tests/test_reclaim.py::test_reclaim_not_stale
runtime/tests/test_reclaim.py::test_reclaim_not_stale
  c:\Users\cabra\Projects\LifeOS\runtime\tests\test_reclaim.py:18: DeprecationWarning: The default datetime adapter is deprecated as of Python 3.12; see the sqlite3 documentation for suggested replacement recipes
